Word	uniqueID	WordContext	N_Ratings	Level1	N_noSize	N_notKnow	N_noRange	RangeStart_mean	RangeEnd_mean	RangeLength_mean	Size_mean	RangeStart_SD	RangeEnd_SD	RangeLength_SD	Size_SD
game	game	game	42	3.588235294	24	1	0	222.7058824	246.4705882	23.76470588	234.5882353	27.54034474	21.17521442	23.466810100000004	21.58141221
garbage	garbage	garbage	48	4.6	23	0	0	250.32	297.4	47.08	273.86	64.79436704	49.27727671	47.41476563	52.45226401
garbage truck	garbage_truck	garbage truck	44	7.295454545	0	0	0	378.75	395.3409091	16.59090909	387.0454545	13.57858266	8.706969093	10.82700797	10.03935175
gargoyle	gargoyle	gargoyle	42	5.051282051	1	2	0	276.3589744	306.7692308	30.41025641	291.5641026	27.30383353	29.03306784	20.25458746	26.29918437
garlic	garlic	garlic	43	1.953488372	0	0	2	152.627907	174.13953490000003	21.51162791	163.3837209	22.7815958	19.75032416	14.70401969	20.01215024
garter	garter	garter (lingerie)	48	2.88372093	4	1	1	194.0	215.83720930000004	21.8372093	204.9186047	39.73243847	37.16176365	17.07536548	37.50919415
gas mask	gas_mask	gas mask	45	3.755555556	0	0	1	229.0222222	243.7111111	14.68888889	236.3666667	15.88236427	10.3608139	10.31288299	12.37776599
gasket	gasket	gasket	47	2.388888889	3	8	1	164.16666669999998	198.3333333	34.16666667	181.25	48.57247898	53.29004195	30.34139087	48.6765564
gate	gate	gate	45	5.622222222	0	0	0	308.8222222	341.2666667	32.44444444	325.0444444	29.73006505	37.89842885	22.48995286	32.15018419
gauge	gauge	gauge	45	2.818181818	5	7	0	187.2121212	211.8181818	24.60606061	199.5151515	24.58500251	23.4046664	18.27214306	22.19532779
gauze	gauze	gauze	49	2.707317073	8	0	0	177.36585369999997	207.4878049	30.12195122	192.4268293	31.55531342	30.99767891	21.7395896	29.32822041
gavel	gavel	gavel	40	3.189189189	1	2	1	207.4054054	226.027027	18.62162162	216.7162162	35.58671683	26.61608378	14.61230713	30.56199086
gazelle	gazelle	gazelle	45	5.311111111000001	0	0	0	295.8666667	313.8	17.93333333	304.8333333	17.9197707	20.19293306	11.91332333	18.13710411
gear	gear	gear	43	2.566666667	10	3	0	173.43333330000002	222.9333333	49.5	198.1833333	40.06088757	33.93292911	40.84938695	30.99985632
gearshift	gearshift	gearshift	47	3.3409090910000003	1	2	2	209.3863636	226.2045455	16.81818182	217.7954545	27.92532893	25.15309361	13.91380898	25.64863616
gel	gel	gel	45	1.631578947	26	1	1	144.7368421	165.4736842	20.73684211	155.1052632	40.3482646	44.81860777	19.27820331	41.53832867
gem	gem	gem	45	1.4222222219999998	0	0	0	125.7111111	162.6	36.88888889	144.1555556	23.05292549	22.83279141	29.57442247	17.54209943
generator	generator	generator	47	4.869565217	1	0	0	276.97826089999995	304.26086960000004	27.2826087	290.61956519999995	20.53234752	17.97953748	15.21061478	17.73639848
gift	gift	gift	43	3.538461538	16	1	0	194.5769231	267.2307692	72.65384615	230.9038462	57.78869999	44.21701726	46.54455268	45.88834694
ginger	ginger	ginger	40	2.277777778	3	1	0	158.77777780000002	187.75	28.97222222	173.26388889999998	35.55447419	31.19832871	27.69268713	30.44678874
gingerbread man	gingerbread_man	gingerbread man	46	2.8863636360000005	2	0	1	193.4772727	215.7045455	22.22727273	204.5909091	18.31950116	19.21915172	17.55504782	16.59653674
giraffe	giraffe	giraffe	41	6.829268292999999	0	0	2	359.1219512	382.9756098	23.85365854	371.0487805	30.78976707	23.53666056	19.50200115	25.61074113
girl	girl	girl	49	5.177777778	4	0	0	284.35555560000006	310.64444439999994	26.28888889	297.5	20.1789219	13.84025019	17.99573462	14.77867013
glass	glass	glass (drinking glass)	48	3.333333333	0	0	1	209.25	227.5416667	18.29166667	218.3958333	17.96035824	12.41131662	13.20534762	13.95393574
glasses	glasses	glasses (eye glasses)	45	2.977272727	1	0	0	198.3409091	213.6136364	15.27272727	205.9772727	17.21943626	17.29526876	7.836597613999999	16.80668283
globe	globe	globe (spinning globe)	45	3.955555556	0	0	0	239.0666667	258.8444444	19.77777778	248.9555556	24.4153454	18.69972722	17.22166829	19.96867496
glove	glove	glove	45	3.266666667	0	0	1	207.5777778	226.8666667	19.28888889	217.2222222	25.40176165	14.3314657	21.53392907	17.58956159
glue	glue	glue	47	2.821428571	18	1	0	182.9642857	202.2857143	19.32142857	192.625	23.24982221	23.25201249	14.2596389	22.13076667
go-kart	go-kart	go-kart	41	5.585365854	0	0	1	304.4878049	322.8536585	18.36585366	313.6707317	15.20875069	20.50921863	13.4178167	16.76179054
goalpost	goalpost	goalpost	46	5.977777777999999	0	1	2	331.64444439999994	351.9111111	20.26666667	341.7777778	41.01117118	39.09883875	12.68212773	39.56145328
goat	goat	goat	44	4.8863636360000005	0	0	1	277.63636360000004	295.5227273	17.88636364	286.5795455	17.38629627	12.36553469	13.02808399	13.60742922
goblet	goblet	goblet	46	3.205128205	0	7	0	210.3846154	231.4358974	21.05128205	220.91025640000004	15.65519148	16.18608056	11.08804173	14.92651817
goggles	goggles	goggles	45	3.266666667	0	0	0	201.5333333	221.7333333	20.2	211.6333333	21.62553205	14.3549168	14.27266937	16.90965297
gold	gold	gold	49	2.066666667	18	1	0	144.6	195.6666667	51.06666667	170.1333333	50.66223514	37.00170857	43.72952394	38.59826987
goldfish	goldfish	goldfish	48	2.125	0	0	0	158.3125	184.4583333	26.14583333	171.38541669999998	17.88278175	21.58797768	18.29543552	17.58512415
golf cart	golf_cart	golf cart	48	6.020833333	0	0	2	318.5208333	336.375	17.85416667	327.4479167	27.12225245	25.42960664	8.812441841	25.91767646
golf club	golf_club	golf club	45	4.58974359	3	3	1	265.7692308	281.5897436	15.82051282	273.6794872	37.37256349	34.53199733	9.533519245	35.66316971
gondola	gondola	gondola	44	6.315789474	0	6	2	330.8421053	354.0526316	23.21052632	342.4473684	39.18047384	41.83619755	14.70642054	39.85748081
gong	gong	gong	44	4.6	0	4	2	270.125	293.175	23.05	281.65	23.73808743	19.74697315	16.29527224	20.25674943
goose	goose	goose	46	4.2826086960000005	0	0	0	250.0652174	272.673913	22.60869565	261.36956519999995	18.77397983	13.82277404	16.95153649	14.13955633
gopher	gopher	gopher	46	3.522727273	0	2	0	216.5454545	241.9090909	25.36363636	229.2272727	26.94219009	23.38735315	17.9522505	23.57655875
gorilla	gorilla	gorilla	44	5.6363636360000005	0	0	0	307.3181818	334.2045455	26.88636364	320.76136360000004	27.5408979	22.07448232	18.660013100000004	23.14828052
gourd	gourd	gourd (pumpkin)	44	3.818181818	0	0	0	231.1590909	257.9318182	26.77272727	244.5454545	17.97148023	19.43432318	15.68270212	16.99549126
graffiti	graffiti	graffiti	45	5.05	25	0	0	269.45	328.8	59.35	299.125	67.81978829	53.10724007	36.8328729	58.05847211
grain	grain	grain	48	0.52173913	1	1	3	102.5652174	115.2826087	12.7173913	108.92391299999998	18.75651256	20.40878138	8.943434696	19.08314189
gramophone	gramophone	gramophone	45	4.322580645	1	13	1	256.3548387	271.7419355	15.38709677	264.0483871	14.88074458	18.36476289	8.139113052999999	16.21077565
granite	granite	granite	44	3.222222222	23	4	0	197.3888889	252.5	55.11111111	224.9444444	94.1201603	118.70242079999998	47.57271696	104.4444531
granola	granola	granola	47	1.238095238	5	1	0	124.7380952	148.59523810000002	23.85714286	136.66666669999998	26.525698100000003	27.46266603	16.9512521	25.63335924
grape	grape	grape	43	1.651162791	0	0	2	144.41860469999995	161.8837209	17.46511628	153.1511628	26.59952789	24.14954333	11.44000674	24.75175195
grapefruit	grapefruit	grapefruit	45	3.0	0	0	13	213.6	220.6	7.0	217.1	14.12669942	4.750119616	12.66168163	8.425205689
grapevine	grapevine	grapevine	39	4.166666667	5	4	0	239.5333333	278.7666667	39.23333333	259.15	59.70775571	62.07264006	29.18275747	59.12787866
grass	grass	grass	44	1.3142857140000002	9	0	1	130.77142859999998	155.11428569999998	24.34285714	142.9428571	29.666861800000003	37.06653114	24.4118376	31.27364316
grasshopper	grasshopper	grasshopper	49	1.714285714	0	0	0	145.1428571	167.2244898	22.08163265	156.1836735	18.08429337	16.37740479	11.56654071	16.25374761
grate	grate	grate	44	4.03125	4	8	0	244.5625	269.09375	24.53125	256.828125	21.25867944	23.81563511	18.99572851	20.47800133
grater	grater	grater	45	3.581395349	0	2	1	219.0232558	234.5581395	15.53488372	226.7906977	32.56238582	31.20157377	11.25536663	31.38873633
gravel	gravel	gravel	46	1.111111111	1	0	1	122.1777778	146.1333333	23.95555556	134.1555556	24.49145388	25.47868985	16.33033368	23.61837262
gravestone	gravestone	gravestone	41	4.625	1	0	0	264.0	296.275	32.275	280.1375	19.55924596	19.25801531	25.04251513	14.83023052
gravy	gravy	gravy	44	2.461538462	31	0	2	174.9230769	195.6923077	20.76923077	185.3076923	45.59872355	43.348173	20.20789386	43.32509784
green beans	green_beans	green beans	45	1.886363636	1	1	1	153.7727273	171.9545455	18.18181818	162.86363640000002	24.01536682	23.33572423	12.45694488	22.84410352
grenade	grenade	grenade	43	2.88372093	0	0	0	191.0	213.0465116	22.04651163	202.0232558	18.7578555	13.85460812	15.05221624	14.67178759
grill	grill	grill	45	4.622222222	0	0	0	273.3333333	292.4	19.06666667	282.8666667	23.92697223	20.2522726	12.06120754	21.32977006
grille	grille	grille (car part)	45	4.80952381	0	3	0	274.2142857	295.14285710000007	20.92857143	284.67857139999995	21.88722282	18.56376148	11.08590152	19.52197681
grinder	grinder	grinder	45	3.682926829	1	3	1	222.53658540000004	242.2926829	19.75609756	232.4146341	22.74543642	22.56794619	15.12907877	21.35676194
grits	grits	grits	47	1.3953488369999998	3	1	1	128.627907	145.7674419	17.13953488	137.19767439999998	41.10846469	41.97155341	11.85142426	41.11744786
groundhog	groundhog	groundhog	45	3.955555556	0	0	0	237.3777778	255.1555556	17.77777778	246.2666667	16.53823241	19.77596746	10.35042575	17.4790784
guacamole	guacamole	guacamole	35	3.0	13	2	0	190.45	213.25	22.8	201.85	20.41793587	19.33873941	14.90531519	18.43630572
guardrail	guardrail	guardrail	43	5.971428571000001	7	1	0	312.8285714	352.65714289999994	39.82857143	332.74285710000004	42.11921855	42.58827708	24.90155407	40.48299778
guillotine	guillotine	guillotine	47	6.068181817999999	0	3	1	322.7954545	344.25	21.45454545	333.5227273	40.2085144	38.23679283	16.55498877	38.35194343
guinea pig	guinea_pig	guinea pig	44	3.4186046510000003	0	1	0	211.9302326	237.2325581	25.30232558	224.58139530000005	27.38212429	22.88775635	15.80767578	23.96548367
guitar	guitar	guitar	48	4.645833333	0	0	1	269.3541667	284.1666667	14.8125	276.7604167	18.09724275	13.86612792	11.55680927	15.04991326
gum	gum	gum	44	1.4878048780000002	3	0	0	137.2439024	154.195122	16.95121951	145.7195122	13.42345054	14.68710236	10.07708097	13.13632786
gumball	gumball	gumball	41	1.292682927	0	0	1	140.2195122	155.7804878	15.56097561	148.0	15.06073072	16.3424481	8.234223644	15.16575089
gumdrop	gumdrop	gumdrop	42	1.357142857	0	0	0	137.28571430000002	156.90476189999998	19.61904762	147.09523810000002	21.57040171	21.94539734	14.06943128	20.59014626
gun	gun	gun	45	3.545454545	1	0	0	221.4090909	252.0	30.59090909	236.7045455	16.032406400000003	26.3606472	26.39266828	17.37289997
gurney	gurney	gurney	46	5.422222222	0	2	0	301.8222222	316.8888889	15.06666667	309.35555560000006	20.23081458	18.66477263	8.310453439	19.01483339
gutter	gutter	gutter	42	4.764705882	7	1	0	268.7647059	300.0882353	31.32352941	284.4264706	43.82960036	45.72471492	23.35590327	43.23791342
gyro	gyro	gyro	38	3.0909090910000003	2	3	0	201.2727273	225.42424240000005	24.15151515	213.3484848	23.63693181	13.73187511	15.50226034	17.70746878
gyroscope	gyroscope	gyroscope	44	3.666666667	2	12	0	217.0333333	240.1333333	23.1	228.5833333	26.98209283	28.29369777	19.1533737	25.93396233
hail	hail	hail	45	1.463414634	4	1	0	126.0243902	179.68292680000002	53.65853659	152.8536585	16.8811845	25.09525754	25.69689646	17.09650692
hair	hair	hair	40	1.192307692	13	1	0	121.11538459999998	144.76923080000003	23.65384615	132.9423077	52.35137203	49.37149598	28.0141997	48.91734394
hairbrush	hairbrush	hairbrush	45	3.266666667	0	0	2	209.9333333	226.4444444	16.51111111	218.1888889	14.76389946	10.26369497	9.121957082	11.86825832
hairdryer	hairdryer	hairdryer	46	3.673913043	0	0	0	224.326087	242.0217391	17.69565217	233.173913	18.33036867	13.74609299	10.7369964	15.28587489
hairnet	hairnet	hairnet	48	2.891304348	2	0	1	194.6521739	215.0217391	20.36956522	204.8369565	33.76534541	30.69816435	12.83460374	31.62366455
hairpin	hairpin	hairpin (bobby pin)	43	1.4883720930000002	0	0	1	134.9069767	156.744186	21.8372093	145.8255814	21.31377149	17.283481	15.80827124	17.7206779
hairspray	hairspray	hairspray	44	3.222222222	8	0	2	205.8333333	222.8888889	17.05555556	214.3611111	39.11557965	33.75608117	20.66182739	35.04315933
ham	ham	ham	46	3.695652174	0	0	0	223.173913	246.3913043	23.2173913	234.7826087	23.07697684	17.48838124	19.69197585	17.95137017
hamburger	hamburger	hamburger	43	3.0930232560000004	1	1	1	201.5581395	222.1627907	20.60465116	211.8604651	18.92378489	13.73374404	15.05251052	14.72135054
hammer	hammer	hammer	41	3.487804878	0	0	0	225.1219512	239.9268293	14.80487805	232.5243902	11.36484739	12.76203401	7.520703133	11.48365753
hammock	hammock	hammock	41	5.275	0	1	1	294.325	312.3	17.975	303.3125	28.84475467	27.28688987	8.919835287	27.72014159
hamster	hamster	hamster	45	2.954545455	0	1	1	189.25	211.0681818	21.81818182	200.1590909	23.59653601	21.43611138	16.2441728	21.0281574
hand	hand	hand	43	3.11627907	0	0	1	199.0465116	225.9069767	26.86046512	212.4767442	22.47215577	12.78729644	18.22685276	15.84934785
handbrake	handbrake	handbrake	45	3.333333333	1	6	0	209.5384615	229.2564103	19.71794872	219.3974359	24.14195535	22.23998053	14.16063617	22.10417307
handcuff	handcuff	handcuff	42	3.119047619	0	0	0	201.1428571	218.9285714	17.78571429	210.0357143	23.29615422	17.98968927	14.99355262	19.41566907
handkerchief	handkerchief	handkerchief	40	3.153846154	1	0	2	205.1538462	226.6153846	21.46153846	215.8846154	24.16232219	17.17344245	17.99831301	18.93112917
handle	handle	handle	44	2.953488372	1	0	0	194.13953490000003	217.3023256	23.1627907	205.7209302	22.67742888	22.20846566	12.72966208	21.52277374
handlebar	handlebar	handlebar (bicycle)	35	4.228571429	0	0	0	250.5714286	269.37142860000006	18.8	259.9714286	27.43793608	28.1091211	10.08726629	27.3137928
handprint	handprint	handprint	46	3.295454545	2	0	0	207.25	223.5454545	16.29545455	215.3977273	26.01531302	23.41581114	12.14941772	23.99262957
hanger	hanger	hanger	42	3.87804878	1	0	1	233.1219512	248.0487805	14.92682927	240.5853659	35.51210718	33.95508152	11.0552934	34.29976356
hard disk	hard_disk	hard disk	44	3.0	1	1	1	199.5238095	217.3095238	17.78571429	208.4166667	24.08343029	17.42508438	14.11371192	19.79958015
harmonica	harmonica	harmonica	43	2.951219512	1	1	1	194.6829268	215.3658537	20.68292683	205.0243902	28.08864452	23.77367883	19.45435558	24.13424725
harness	harness	harness	45	4.054054054	4	4	0	238.5945946	261.972973	23.37837838	250.2837838	32.43922476	24.59955565	18.38228518	27.28082877
harp	harp	harp	47	5.170212766000001	0	0	1	289.893617	310.40425530000005	20.5106383	300.1489362	24.06624376	20.07124222	11.1352795	21.44809581
hash	hash	hash (food)	42	2.517241379	7	6	0	180.7241379	209.7586207	29.03448276	195.2413793	33.70872773	21.03679629	18.76258199	26.48403181
hat	hat	hat	43	3.627906977	0	0	1	225.4418605	240.9534884	15.51162791	233.1976744	11.12975918	10.63004163	6.713072155	10.35221367
hatbox	hatbox	hatbox	43	3.864864865	0	6	1	239.5405405	252.8108108	13.27027027	246.1756757	20.29859682	22.25463477	6.149293765	21.07599221
hatchet	hatchet	hatchet	44	3.928571429	0	2	1	236.5952381	254.7857143	18.19047619	245.6904762	24.13282303	25.64631454	12.85422602	24.05733811
hawk	hawk	hawk	46	4.244444444	0	1	0	249.7777778	267.7777778	18.0	258.7777778	25.40211953	20.87504914	14.34161142	22.11554255
hay	hay	hay	42	3.828571429	7	0	0	236.2	262.1714286	25.97142857	249.18571430000003	74.01224064	74.27709872	18.79375008	73.54691237
headband	headband	headband	46	3.066666667	1	0	1	203.8888889	221.8222222	17.93333333	212.8555556	25.72690688	28.1572604	11.77516647	26.31898343
headdress	headdress	headdress	44	4.024390244	3	0	0	240.7073171	259.804878	19.09756098	250.2560976	19.41551429	21.25231695	10.24159382	19.69997524
headlamp	headlamp	headlamp	45	3.288888889	0	0	0	211.3777778	229.8888889	18.51111111	220.6333333	33.53647193	31.42467344	12.92042467	31.84914727
headlight	headlight	headlight	49	3.166666667	1	0	1	210.75	230.2291667	19.47916667	220.4895833	20.49649685	15.92166941	13.61474417	17.04296498
headphones	headphones	headphones	43	2.880952381	1	0	0	188.9761905	213.5714286	24.595238100000003	201.2738095	37.78984771	29.77160446	20.07553969	32.503133500000004
headrest	headrest	headrest	47	3.913043478	1	0	2	233.2608696	255.5869565	22.32608696	244.423913	26.82654969	33.29703096	18.57603516	28.77343825
headscarf	headscarf	headscarf	44	3.714285714	1	1	0	229.52380950000003	249.1428571	19.61904762	239.3333333	22.33802194	20.66288227	11.00100302	20.80181355
headset	headset	headset	45	3.6	0	0	0	217.9333333	234.6222222	16.68888889	226.2777778	19.78681839	13.93864623	10.99343238	16.20765656
hearing aid	hearing_aid	hearing aid	48	1.604166667	0	0	2	141.52083330000002	160.83333330000002	19.3125	151.17708330000002	19.17332986	20.18460898	13.38172181	18.51350559
hearse	hearse	hearse	46	6.818181817999999	0	2	1	361.0	377.5	16.5	369.25	16.27096144	17.64310261	8.767010044	16.39501484
heater	heater	heater	44	4.428571429	2	0	0	258.23809520000003	289.14285710000007	30.9047619	273.69047620000003	17.34275631	18.16666933	20.42691854	14.52875718
hedge	hedge	hedge	42	5.114285714	5	2	0	294.2285714	325.0857143	30.85714286	309.65714289999994	34.38115567	36.90159524	21.31851288	34.03345487
hedgehog	hedgehog	hedgehog	46	3.333333333	0	1	1	214.0222222	236.1555556	22.13333333	225.0888889	26.09466062	20.46166655	17.45461648	21.76326369
helicopter	helicopter	helicopter	45	7.377777778	0	0	1	380.6222222	402.0222222	21.4	391.3222222	19.94115079	19.23950586	14.099323000000002	18.28131049
helmet	helmet	helmet	45	3.777777778	0	0	0	233.8888889	248.7777778	14.88888889	241.3333333	15.10752706	12.14287836	7.38924963	13.19822646
highchair	highchair	highchair	43	4.785714286	0	1	1	277.57142860000005	294.952381	17.38095238	286.2619048	15.76062221	13.01022559	9.96812574	13.56431747
highlighter	highlighter	highlighter	46	2.666666667	1	0	2	187.0222222	204.17777780000003	17.15555556	195.6	21.51689494	18.92243604	12.89107435	19.20866282
hinge	hinge	hinge	46	2.222222222	0	1	1	166.64444440000003	186.8	20.15555556	176.72222219999998	22.94574189	23.47881056	12.6651913	22.3333616
hip	hip	hip	48	3.707317073	7	0	0	229.097561	248.19512200000003	19.09756098	238.6463415	19.83406776	20.46975759	11.83386006	19.26630605
hippopotamus	hippopotamus	hippopotamus	49	6.571428571	0	0	0	341.8367347	367.3265306	25.48979592	354.5816327	25.02610882	24.22497657	16.17240763	23.26351465
hobbyhorse	hobbyhorse	hobbyhorse	50	4.9117647060000005	1	15	0	280.6764706	299.2647059	18.58823529	289.97058819999995	32.77260551	31.15290621	9.658149792	31.60622809
hockey stick	hockey_stick	hockey stick	43	4.785714286	1	0	3	272.1666667	291.2142857	19.04761905	281.69047620000003	39.58252674	30.9984545	16.06837886	34.63079702
hoe	hoe	hoe	45	4.568181818	0	1	2	267.9545455	285.4772727	17.52272727	276.7159091	24.67364147	25.07800726	10.34855037	24.33257882
hole	hole	hole	46	2.347826087	22	2	2	162.13043480000002	223.4347826	61.30434783	192.7826087	48.13929065	53.35458239	43.96531151	45.81281729999999
